,titulo,titulo_original,ano,duracao,diretor,roteirista,elenco,nota,num_votos,sinopse,genero,verba,receita
1074,Malcolm X,Malcolm X,1992,202,['Spike Lee'],"['Arnold Perl', 'Spike Lee', 'Alex Haley']","['Denzel Washington', 'Angela Bassett', 'Delroy Lindo']",7.7,104000.0,"Épico biográfico do controverso e influente líder nacionalista negro, desde o início de sua carreira e carreira de gângster, até seu ministério como membro da nação do Islã.","['Biografia', 'Drama', 'História']",33000000,48169910
1075,A Lista de Schindler,Schindler's List,1993,195,['Steven Spielberg'],"['Thomas Keneally', 'Steven Zaillian']","['Liam Neeson', 'Ralph Fiennes', 'Ben Kingsley']",9.0,1500000.0,"Na Polônia ocupada pelos alemães durante a Segunda Guerra Mundial, o industrial Oskar Schindler começa a se preocupar com seus trabalhadores judeus depois de testemunhar sua perseguição pelos nazistas.","['Biografia', 'Drama', 'História']",22000000,322161245
1076,Jurassic Park: O Parque dos Dinossauros,Jurassic Park,1993,127,['Steven Spielberg'],"['Michael Crichton', 'David Koepp']","['Sam Neill', 'Laura Dern', 'Jeff Goldblum']",8.2,1100000.0,"Um milionário traz à vida dinossauros extintos há milhares de anos, criando um imenso parque. Mas os gigantes pré-históricos começam a ameaçar a vida dos visitantes.","['Ação', 'Aventura', 'Ficção científica', 'Suspense']",63000000,1104379926
1077,Feitiço do Tempo,Groundhog Day,1993,101,['Harold Ramis'],"['Danny Rubin', 'Harold Ramis']","['Bill Murray', 'Andie MacDowell', 'Chris Elliott']",8.0,701000.0,Um homem vive o mesmo dia uma e outra vez.,"['Comédia', 'Drama', 'Fantasia', 'Romance']",14600000,71108778
1078,O Estranho Mundo de Jack,The Nightmare Before Christmas,1993,76,['Henry Selick'],"['Tim Burton', 'Michael McDowell', 'Caroline Thompson']","['Danny Elfman', 'Chris Sarandon', ""Catherine O'Hara""]",7.9,388000.0,"Jack Skellington, o rei da cidade de Halloween, descobre a Cidade do Natal, mas suas tentativas de levar o Natal ao Halloween causam confusão.","['Animação', 'Família', 'Fantasia', 'Musical']",18000000,107798585
1079,O Fugitivo,The Fugitive,1993,130,['Andrew Davis'],"['Jeb Stuart', 'David Twohy', 'Roy Huggins']","['Harrison Ford', 'Tommy Lee Jones', 'Sela Ward']",7.8,327000.0,O doutor Richard Kimble é acusado injustamente de matar sua esposa. Agora ele deverá encontrar o verdadeiro assassino.,"['Ação', 'Policial', 'Drama', 'Mistério', 'Suspense']",44000000,368875760
1080,Uma Babá Quase Perfeita,Mrs. Doubtfire,1993,125,['Chris Columbus'],"['Anne Fine', 'Randi Mayem Singer', 'Leslie Dixon']","['Robin Williams', 'Sally Field', 'Pierce Brosnan']",7.1,299000.0,"Após um divórcio amargo, um ator se disfarça de dona de casa para passar um tempo com seus filhos, que estão sob custódia de sua ex-esposa.","['Comédia', 'Drama']",25000000,441286195
1081,Filadélfia,Philadelphia,1993,125,['Jonathan Demme'],['Ron Nyswaner'],"['Tom Hanks', 'Denzel Washington', 'Roberta Maxwell']",7.7,263000.0,"Um homem com AIDS é demitido do escritório de advocacia, onde ele trabalha por causa de sua doença. Para reivindicar sua demissão injusta, contrate um advogado homofóbico que seja o único que aceita o caso.",['Drama'],26000000,206678440
1082,Gilbert Grape: Aprendiz de Sonhador,What's Eating Gilbert Grape,1993,118,['Lasse Hallström'],['Peter Hedges'],"['Johnny Depp', 'Leonardo DiCaprio', 'Juliette Lewis']",7.7,259000.0,"Após a morte de seu pai, Gilbert deve cuidar de seu irmão com deficiência mental, e sua mãe com obesidade mórbida. No entanto, esta situação é questionada de repente, quando o amor entra em sua vida inesperadamente.",['Drama'],11000000,10032765
1083,Amor à Queima Roupa,True Romance,1993,119,['Tony Scott'],"['Quentin Tarantino', 'Roger Avary']","['Christian Slater', 'Patricia Arquette', 'Dennis Hopper']",7.9,248000.0,"Em Detroit, um homem solitário da cultura pop se casa com uma prostituta, rouba cocaína e tenta vendê-la em Hollywood. Enquanto isso, os donos da cocaína os localizam na tentativa de recuperá-la.","['Policial', 'Drama', 'Romance', 'Suspense']",13000000,13088850
1084,O Pagamento Final,Carlito's Way,1993,144,['Brian De Palma'],"['Edwin Torres', 'David Koepp']","['Al Pacino', 'Sean Penn', 'Penelope Ann Miller']",7.9,237000.0,"Um ex-prisioneiro porto-riquenho que acabou de ser libertado da prisão promete ficar longe das drogas e da violência, apesar da pressão em torno dele.","['Policial', 'Drama', 'Suspense']",30000000,63848322
1085,Um Dia de Fúria,Falling Down,1993,113,['Joel Schumacher'],['Ebbe Roe Smith'],"['Michael Douglas', 'Robert Duvall', 'Barbara Hershey']",7.6,213000.0,Um homem comum frustrado pelas deficiências da sociedade comença um violento ataque contra a sociedade.,"['Ação', 'Policial', 'Drama', 'Suspense']",25000000,40903593
1086,"Jovens, Loucos e Rebeldes",Dazed and Confused,1993,103,['Richard Linklater'],['Richard Linklater'],"['Jason London', 'Wiley Wiggins', 'Matthew McConaughey']",7.6,205000.0,As aventuras de alguns estudantes do ensino médio em seu último dia de aula em maio de 1976.,['Comédia'],6900000,8154446
1087,O Demolidor,Demolition Man,1993,115,['Marco Brambilla'],"['Peter M. Lenkov', 'Robert Reneau', 'Daniel Waters']","['Sylvester Stallone', 'Wesley Snipes', 'Sandra Bullock']",6.7,199000.0,Um determinado oficial de policial com métodos pouco ortodoxos é despertado da animação suspensa em uma crio-prisão para perseguir seu ultra-violento arquiinimigo que está à solta em uma sociedade não-violenta no futuro.,"['Ação', 'Ficção científica', 'Suspense']",57000000,58056466
1088,Sintonia de Amor,Sleepless in Seattle,1993,105,['Nora Ephron'],"['Jeff Arch', 'Nora Ephron', 'David S. Ward']","['Tom Hanks', 'Meg Ryan', 'Ross Malinger']",6.8,195000.0,O filho de um recém-viúvo liga para um programa de rádio na tentativa de encontrar uma parceira para seu pai.,"['Comédia', 'Drama', 'Romance']",21000000,227927165
1089,Em Nome do Pai,In the Name of the Father,1993,133,['Jim Sheridan'],"['Gerry Conlon', 'Terry George', 'Jim Sheridan']","['Daniel Day-Lewis', 'Pete Postlethwaite', 'Alison Crosbie']",8.1,192000.0,"Em 1974, uma explosão a bomba acontece em Guilford, próximo de Londres. Gerry Conlon e amigos são acusados pelo crime e presos. Giuseppe Conlon, pai de Gerry, pede ajuda à advogada Gareth Peirce, que investiga as irregularidades do caso.","['Biografia', 'Policial', 'Drama']",13000000,65796862
1090,Tombstone: A Justiça Está Chegando,Tombstone,1993,130,"['George P. Cosmatos', 'Kevin Jarre']",['Kevin Jarre'],"['Kurt Russell', 'Val Kilmer', 'Sam Elliott']",7.8,173000.0,"Os planos de um oficial da lei bem sucedido para se aposentar anonimamente em Tombstone, Arizona, são perturbados pelo tipo de fora-da-lei que ele costumava eliminar.","['Biografia', 'Drama', 'História', 'Faroeste']",25000000,56505065
1091,Desafio no Bronx,A Bronx Tale,1993,121,['Robert De Niro'],['Chazz Palminteri'],"['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato']",7.8,168000.0,Um pai se preocupa quando um gângster local faz amizade com seu filho no Bronx nos anos 60.,"['Policial', 'Drama']",22000000,17287898
1092,O Último Grande Herói,Last Action Hero,1993,130,['John McTiernan'],"['Zak Penn', 'Adam Leff', 'Shane Black']","['Arnold Schwarzenegger', 'F. Murray Abraham', 'Art Carney']",6.5,167000.0,"Com a ajuda de um bilhete mágico, um jovem fã de cinema é transportado para o mundo fictício de seu personagem de ação favorito.","['Ação', 'Aventura', 'Comédia', 'Fantasia']",85000000,137298489
1093,Abracadabra,Hocus Pocus,1993,96,['Kenny Ortega'],"['David Kirschner', 'Mick Garris', 'Neil Cuthbert']","['Bette Midler', 'Sarah Jessica Parker', 'Kathy Najimy']",6.9,163000.0,"Um jovem curioso se muda para Salem, onde ele luta para se encaixar antes de acordar um trio de bruxas diabólicas que foram executadas no século 27.","['Comédia', 'Família', 'Fantasia', 'Terror']",28000000,48706598
1094,A Firma,The Firm,1993,154,['Sydney Pollack'],"['John Grisham', 'David Rabe', 'Robert Towne']","['Tom Cruise', 'Jeanne Tripplehorn', 'Gene Hackman']",6.9,151000.0,Um jovem advogado entra para um prestigioso escritório de advocacia apenas para descobrir que tem um lado sombrio e sinistro.,"['Drama', 'Mistério', 'Suspense']",42000000,270248367
1095,Risco Total,Cliffhanger,1993,113,['Renny Harlin'],"['John Long', 'Michael France', 'Sylvester Stallone']","['Sylvester Stallone', 'John Lithgow', 'Michael Rooker']",6.5,143000.0,Um assalto a meio do caminho resulta em malas cheias de dinheiro sendo procuradas por vários grupos por toda a região das Montanhas Rochosas.,"['Ação', 'Aventura', 'Suspense']",70000000,255000211
1096,A Louca! Louca História de Robin Hood,Robin Hood: Men in Tights,1993,104,['Mel Brooks'],"['J.D. Shapiro', 'Evan Chandler', 'Mel Brooks']","['Cary Elwes', 'Richard Lewis', 'Roger Rees']",6.7,140000.0,"Uma paródia de Robin Hood, e Robin Hood: Príncipe dos Ladrões (1991).","['Aventura', 'Comédia', 'Musical', 'Romance']",20000000,35739755
1097,Na Linha de Fogo,In the Line of Fire,1993,128,['Wolfgang Petersen'],['Jeff Maguire'],"['Clint Eastwood', 'John Malkovich', 'Rene Russo']",7.2,116000.0,"O agente do Serviço Secreto Frank Horrigan (Clint Eastwood) nà o conseguiu salvar Kennedy, mas ele está determinado a nà o deixar que um assassino inteligente derrube este presidente.","['Ação', 'Policial', 'Drama', 'Suspense']",40000000,176997168
1098,Jamaica Abaixo de Zero,Cool Runnings,1993,98,['Jon Turteltaub'],"['Lynn Siefert', 'Michael Ritchie', 'Tommy Swerdlow']","['John Candy', 'Leon', 'Doug E. Doug']",7.0,116000.0,"Quando um velocista jamaicano é desqualificado dos Jogos Olímpicos, ele pede a ajuda de um técnico desonrado para poder fazer parte da primeira equipe jamaicana de bobsled.","['Aventura', 'Comédia', 'Família', 'História', 'Esportes']",14000000,154856263
1099,A Família Addams 2,Addams Family Values,1993,94,['Barry Sonnenfeld'],"['Charles Addams', 'Paul Rudnick']","['Anjelica Huston', 'Raul Julia', 'Christopher Lloyd']",6.8,115000.0,"A família Addams tenta resgatar seu amado tio Fester de seu novo amor, uma viúva negra chamada Debbie.","['Comédia', 'Fantasia']",47000000,48919043
1100,Um Sonho de Liberdade,The Shawshank Redemption,1994,142,['Frank Darabont'],"['Stephen King', 'Frank Darabont']","['Tim Robbins', 'Morgan Freeman', 'Bob Gunton']",9.3,3000000.0,"Dois homens presos se reúnem ao longo de vários anos, encontrando consolo e eventual redenção através de atos de decência comum.",['Drama'],25000000,29332133
1101,Forrest Gump: O Contador de Histórias,Forrest Gump,1994,142,['Robert Zemeckis'],"['Winston Groom', 'Eric Roth']","['Tom Hanks', 'Robin Wright', 'Gary Sinise']",8.8,2300000.0,"Os governos dos presidentes Kennedy e Johnson, os eventos do Vietnã e Watergate e outras histórias são mostradas através da perspectiva de um homem do Alabama com baixo quociente intelectual.","['Drama', 'Romance']",55000000,678226465
1102,Pulp Fiction: Tempo de Violência,Pulp Fiction,1994,154,['Quentin Tarantino'],"['Quentin Tarantino', 'Roger Avary']","['John Travolta', 'Uma Thurman', 'Samuel L. Jackson']",8.9,2300000.0,"As vidas de dois assassinos da máfia, um boxeador, um gângster e sua esposa, e um par de bandidos se entrelaçam em quatro histórias de violência e redenção.","['Policial', 'Drama']",8000000,213928762
1103,O Profissional,Léon,1994,110,['Luc Besson'],['Luc Besson'],"['Jean Reno', 'Gary Oldman', 'Natalie Portman']",8.5,1300000.0,"Mathilda, uma menina de 12 anos é levada por Léon, um assassino profissional, depois que sua família é assassinada. Léon e Mathilda formam uma relação incomum, desde que ela se torna sua protegida.","['Ação', 'Policial', 'Drama', 'Suspense']",16000000,20278356
1104,O Rei Leão,The Lion King,1994,88,"['Roger Allers', 'Rob Minkoff']","['Irene Mecchi', 'Jonathan Roberts', 'Linda Woolverton']","['Matthew Broderick', 'Jeremy Irons', 'James Earl Jones']",8.5,1200000.0,Um pequeno lion é obrigado por seu tío a fugir de casa e anos depois se da conta da sua identidade e suas responsabilidades.,"['Animação', 'Aventura', 'Drama', 'Família', 'Fantasia', 'Musical']",45000000,981708285
1105,O Máskara,The Mask,1994,101,['Chuck Russell'],"['Michael Fallon', 'Mark Verheiden', 'Mike Werb']","['Jim Carrey', 'Cameron Diaz', 'Peter Riegert']",7.0,435000.0,O Stanley Ipkiss é transformado num maníaco herói quando se põe uma misteriosa máscara.,"['Ação', 'Comédia', 'Policial', 'Fantasia']",23000000,351583407
1106,Debi e Lóide - Dois Idiotas em Apuros,Dumb and Dumber,1994,107,"['Peter Farrelly', 'Bobby Farrelly']","['Peter Farrelly', 'Bennett Yellin', 'Bobby Farrelly']","['Jim Carrey', 'Jeff Daniels', 'Lauren Holly']",7.3,422000.0,"Depois que uma mulher deixa uma maleta no terminal do aeroporto, um motorista bobo de limusine e sua amigo bobo embarcam em uma divertida viagem por Aspen para devolver a maleta ao proprietário.",['Comédia'],17000000,247290327
1107,Velocidade Máxima,Speed,1994,116,['Jan de Bont'],['Graham Yost'],"['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock']",7.3,401000.0,Um oficial da polícia deberá evitar que uma bomba detone dentro dum ônibus a 50 milhas por hora.,"['Ação', 'Aventura', 'Suspense']",30000000,350448145
1108,Entrevista com o Vampiro,Interview with the Vampire: The Vampire Chronicles,1994,123,['Neil Jordan'],['Anne Rice'],"['Brad Pitt', 'Tom Cruise', 'Antonio Banderas']",7.5,357000.0,"Um vampiro conta sua história de vida épica: amor, traição, solidão e fome.","['Drama', 'Fantasia', 'Terror']",60000000,223664608
1109,Ace Ventura: Um Detetive Diferente,Ace Ventura: Pet Detective,1994,86,['Tom Shadyac'],"['Jack Bernstein', 'Tom Shadyac', 'Jim Carrey']","['Jim Carrey', 'Courteney Cox', 'Sean Young']",6.9,333000.0,Um detetive pateta especializado em animais vai em busca do mascote desaparecido dos Miami Dolphins.,['Comédia'],15000000,107217396
1110,True Lies,True Lies,1994,141,['James Cameron'],"['James Cameron', 'Claude Zidi', 'Simon Michaël']","['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold']",7.3,287000.0,Um intrépido agente secreto tem sua vida de cabeça para baixo quando descobre que sua esposa pode estar tendo um caso com um vendedor de carros usados enquanto os terroristas contrabandeam bombas nucleares para os Estados Unidos.,"['Ação', 'Comédia', 'Suspense']",115000000,378882411
1111,Assassinos por Natureza,Natural Born Killers,1994,119,['Oliver Stone'],"['Quentin Tarantino', 'David Veloz', 'Richard Rutowski']","['Woody Harrelson', 'Juliette Lewis', 'O-Lan Jones']",7.2,257000.0,"Duas vítimas de uma infância traumatizada tornam-se amantes e assassinos em série, irresponsavelmente glorificados pela mídia.","['Ação', 'Policial', 'Romance']",34000000,50287182
1112,O Balconista,Clerks,1994,92,['Kevin Smith'],['Kevin Smith'],"[""Brian O'Halloran"", 'Jeff Anderson', 'Marilyn Ghigliotti']",7.7,235000.0,"Um dia na vida de dois funcionários de lojas de conveniência chamados Dante e Randal enquanto eles irritam os clientes, falam sobre filmes e jogam hóquei no telhado da loja.",['Comédia'],27000,3152360
1113,O Corvo,The Crow,1994,102,['Alex Proyas'],"[""James O'Barr"", 'David J. Schow', 'John Shirley']","['Brandon Lee', 'Michael Wincott', 'Rochelle Davis']",7.5,217000.0,Um homem brutalmente assassinado regressa à vida como vingador do seu assassinato e da sua noiva.,"['Ação', 'Policial', 'Drama', 'Fantasia', 'Terror', 'Suspense']",23000000,50840352
1114,Stargate: A Chave para o Futuro da Humanidade,Stargate,1994,116,['Roland Emmerich'],"['Dean Devlin', 'Roland Emmerich']","['Kurt Russell', 'James Spader', 'Jaye Davidson']",7.0,210000.0,"Um dispositivo de teletransporte interestelar, encontrado no Egito, leva a um planeta com humanos que se assemelha aos antigos egípcios que adoram o deus Rá.","['Ação', 'Aventura', 'Ficção científica']",55000000,196567262
1115,Lendas da Paixão,Legends of the Fall,1994,133,['Edward Zwick'],"['Susan Shilliday', 'William D. Wittliff', 'Jim Harrison']","['Brad Pitt', 'Anthony Hopkins', 'Aidan Quinn']",7.5,188000.0,"No início do século 20, três irmãos e seu pai que viviam no remoto deserto de Montana foram afetados por traição, história, amor, natureza e guerra.","['Drama', 'Romance', 'Guerra', 'Faroeste']",30000000,160638883
1116,Ed Wood,Ed Wood,1994,127,['Tim Burton'],"['Rudolph Grey', 'Scott Alexander', 'Larry Karaszewski']","['Johnny Depp', 'Martin Landau', 'Sarah Jessica Parker']",7.8,187000.0,"O ambicioso, mas problemático, diretor de cinema Edward D. Wood Jr. se esforça ao máximo para realizar seus sonhos, apesar de sua falta de talento.","['Biografia', 'Comédia', 'Drama']",18000000,5888045
1117,Quatro Casamentos e um Funeral,Four Weddings and a Funeral,1994,117,['Mike Newell'],['Richard Curtis'],"['Hugh Grant', 'Andie MacDowell', 'James Fleet']",7.1,170000.0,"No transcorrer de cinco encontros sociais, um solteiro deve considerar a ideia de que pode ter descoberto o amor.","['Comédia', 'Drama', 'Romance']",4400000,245700832
1118,Meu Papai é Noel,The Santa Clause,1994,97,['John Pasquin'],"['Leo Benvenuti', 'Steve Rudnick']","['Tim Allen', 'Judge Reinhold', 'Wendy Crewson']",6.6,136000.0,"Quando um homem faz o Papai Noel cair do seu teto na véspera de Natal, ele é magicamente recrutado para ocupar o seu lugar.","['Comédia', 'Drama', 'Família', 'Fantasia']",22000000,190539357
1119,Maverick,Maverick,1994,127,['Richard Donner'],"['Roy Huggins', 'William Goldman']","['Mel Gibson', 'Jodie Foster', 'James Garner']",7.0,121000.0,"Bret Maverick, que precisa de dinheiro para um torneio de pôquer, enfrenta vários contratempos e desafios, incluindo uma adorável ladra.","['Ação', 'Aventura', 'Comédia', 'Faroeste']",75000000,183031272
1120,Corra que a Polícia vem Aí 33 1/3,Naked Gun 33 1/3: The Final Insult,1994,83,['Peter Segal'],"['Pat Proft', 'David Zucker', 'Robert LoCash']","['Leslie Nielsen', 'Priscilla Presley', 'George Kennedy']",6.5,114000.0,Frank Drebin sai da aposentadoria para se infiltrar em uma gangue de terroristas que planejam detonar uma bomba no Oscar.,"['Comédia', 'Policial']",30000000,51132598
1121,A Fraternidade é Vermelha,Trois couleurs: Rouge,1994,99,['Krzysztof Kieslowski'],"['Krzysztof Kieslowski', 'Krzysztof Piesiewicz', 'Agnieszka Holland']","['Irène Jacob', 'Jean-Louis Trintignant', 'Frédérique Feder']",8.1,112000.0,Um modelo descobre que seu vizinho está interessado em invadir a privacidade das pessoas.,"['Drama', 'Mistério', 'Romance']",0,0
1122,Perigo Real e Imediato,Clear and Present Danger,1994,141,['Phillip Noyce'],"['Tom Clancy', 'Donald E. Stewart', 'Steven Zaillian']","['Harrison Ford', 'Willem Dafoe', 'Anne Archer']",6.9,110000.0,"Jack Ryan, um agente da CIA, passa a ser perseguido quando uma operação contra os cartéis de droga colombianos, promovida por um poder paralelo oculto na Casa Branca e apoiado pelo Presidente, fica fora de controlo.","['Ação', 'Policial', 'Drama', 'Suspense']",62000000,215887717
1123,Amores Expressos,Chung Hing sam lam,1994,102,['Kar-Wai Wong'],['Kar-Wai Wong'],"['Brigitte Lin', 'Takeshi Kaneshiro', 'Tony Leung Chiu-wai']",8.0,100000.0,"Dois policiais melancólicos de Hong Kong se apaixonam: um com uma misteriosa figura feminina do submundo, o outro com um servidor bonito e etéreo..","['Comédia', 'Policial', 'Drama', 'Mistério', 'Romance']",0,0
1124,Um Tira da Pesada III,Beverly Hills Cop III,1994,104,['John Landis'],"['Danilo Bach', 'Daniel Petrie Jr.', 'Steven E. de Souza']","['Eddie Murphy', 'Jon Tenney', 'Joey Travolta']",5.5,96000.0,"Axel Foley, ao investigar um anel de roubo de carros, encontra algo muito maior do que isso: os mesmos homens que mataram seu chefe estão administrando um círculo de dinheiro falso em um parque temático de Los Angeles.","['Ação', 'Comédia', 'Policial', 'Suspense']",50000000,119208989
1125,Seven: Os Sete Crimes Capitais,Se7en,1995,127,['David Fincher'],['Andrew Kevin Walker'],"['Morgan Freeman', 'Brad Pitt', 'Kevin Spacey']",8.6,1900000.0,"Dois detetives, um novato e um veterano, perseguem um assassino em série que usa os sete pecados capitais como motivos.","['Policial', 'Drama', 'Mistério', 'Suspense']",33000000,327333559
1126,Os Suspeitos,The Usual Suspects,1995,106,['Bryan Singer'],['Christopher McQuarrie'],"['Kevin Spacey', 'Gabriel Byrne', 'Chazz Palminteri']",8.5,1200000.0,"O único sobrevivente conta os torcidos eventos duma luta com pistolas num bote, quanfo cinco criminais eram levados pela polícia.","['Policial', 'Drama', 'Mistério', 'Suspense']",6000000,23341568
1127,Coração Valente,Braveheart,1995,178,['Mel Gibson'],['Randall Wallace'],"['Mel Gibson', 'Sophie Marceau', 'Patrick McGoohan']",8.3,1100000.0,"Quando sua noiva en segredo é assassinada, William Wallace comença uma revolta contra o rey Eduardo I da Inglaterra.","['Biografia', 'Drama', 'Guerra']",72000000,213216216
1128,Toy Story,Toy Story,1995,81,['John Lasseter'],"['John Lasseter', 'Pete Docter', 'Andrew Stanton']","['Tom Hanks', 'Tim Allen', 'Don Rickles']",8.3,1100000.0,Um brinquedo do cauboi se sente profundamente ameaçado e celoso quando um brinquedo patrulheiro espacial passa a ter mais atençao do garoto.,"['Animação', 'Aventura', 'Comédia', 'Família', 'Fantasia']",30000000,394436586
